,y_test,prediction
7214,517.3266,886.3125
8425,2756.4120000000003,2452.125
8084,1544.656,2968.5
338,1992.0736,2030.9375
7191,10072.8882,5261.125
4743,1605.9096,1410.5625
5669,985.3839999999999,856.34375
7450,2407.5328,2570.0625
389,2580.6408,2273.46875
3521,4649.9472,4194.46875
436,1587.2672,3294.09375
5,556.6088,571.1875
2160,1108.557,3529.5
2157,519.3240000000001,796.96875
3082,774.9912,1092.34375
583,347.5476,2814.0625
2882,1705.7796,1193.5625
3058,701.7532,2062.46875
7621,3137.2496,2589.78125
4760,2519.3872,3661.59375
3045,2224.4378,2715.46875
7101,1416.8224,2649.46875
4739,1006.6896,1431.40625
4666,2890.9036,3625.0625
7999,2878.2534,4184.25
7304,717.7324,938.75
1618,571.2564,869.03125
3,732.38,1165.84375
2850,744.3644,936.9375
2771,1651.184,1380.5
306,5317.0788,3819.0
10,1516.0266,866.46875
2062,253.6698,-450.0
8031,246.34599999999998,117.53125
1426,1142.5128,1554.125
2052,792.302,1290.5
4778,3559.3668,2194.1875
5035,978.7260000000001,2297.0625
2473,367.5216,1956.71875
1088,932.12,1798.90625
7090,436.7648,1589.6875
332,4425.5726,4161.65625
4646,890.8404,2528.0
4569,972.068,798.25
1894,958.752,1058.75
160,1331.6,949.71875
459,2528.7084,2350.25
5018,1589.2646,2358.0625
5993,152.4682,547.9375
6882,223.7088,-27.03125
7298,2787.0388,1894.96875
506,2189.8162,2958.65625
2961,3372.9428,4399.53125
4358,1957.4520000000002,2213.25
6733,2030.69,1377.4375
1993,4357.661,4091.03125
4386,1906.8512,3477.25
7913,4693.89,2745.0625
3947,1749.7224,2157.875
1048,958.752,2571.6875
7865,2984.1156,2749.4375
3649,5681.2714,5272.0
4027,4346.3424,5498.90625
7425,1544.656,2406.6875
2557,3998.7948,4467.71875
2114,3372.9428,3328.40625
7634,2636.5679999999998,2843.6875
1794,2808.3444,2304.75
4315,111.1886,-1.78125
3452,1109.2228,2612.75
1242,3769.7596,3101.90625
1836,569.259,2934.4375
7774,1631.8758,1386.46875
835,1547.3192,946.90625
1501,222.3772,-63.75
8239,67.9116,-1299.5625
3324,4578.0408,4083.875
3787,3271.7412,4029.03125
5617,1379.5376,2769.375
4692,4119.9704,2397.40625
4854,4380.2982,4147.78125
654,868.8689999999999,1556.625
7797,383.5008,679.5
4839,2492.0894,3567.75
5034,3954.8520000000003,2810.90625
4975,2077.2960000000003,2819.15625
5965,4396.9432,2718.4375
3256,1631.21,3280.75
6373,2669.1922,2333.59375
7513,3415.554,3426.78125
2452,1761.0410000000002,1218.4375
7872,988.7130000000001,1409.09375
3536,5452.901999999999,3228.09375
3108,87.2198,-453.375
6409,9069.5276,2906.1875
4660,952.7598,1613.5
1877,1930.1542,2417.5
6976,339.55800000000005,909.75
782,2860.2768,3768.875
1174,2265.0516,2052.59375
4590,1029.9926,2299.84375
2736,2840.9686,2477.34375
2365,1138.518,1930.75
6446,3795.06,2567.75
2024,1789.6704,2477.0625
2439,171.1106,821.15625
7067,1948.1308,2903.5625
3824,316.255,-792.71875
5733,3249.1040000000003,2381.78125
7843,3418.883,4183.8125
1018,1012.6818,934.0
1436,3701.1822,4905.21875
177,161.1236,-381.5
4146,2157.192,1787.625
5959,3271.7412,1906.375
6871,42.6112,-1108.96875
7371,1711.106,2749.65625
4701,2220.4429999999998,1524.90625
6430,1370.2164,3143.5625
8147,4211.185,2360.0
1980,5331.7264,3922.0
399,1037.3164,845.875
3817,3558.0352,3527.625
2692,129.83100000000002,312.75
7128,2908.2144,1869.25
3830,255.6672,1372.75
8257,3881.614,2787.125
5775,6543.4824,3845.5625
1214,1713.7692,2078.96875
7421,3575.3459999999995,3841.0625
6336,1254.3672,1687.4375
5980,1298.31,1728.84375
3870,296.281,-868.625
2947,2548.6824,1434.78125
6181,4844.3608,2292.5625
386,1237.7222,1549.3125
8114,223.7088,1151.1875
6283,1743.0644,2063.03125
7919,2988.1104,2010.03125
1451,1346.2476,3570.8125
4287,2741.0986,3346.34375
5843,4876.985,4530.15625
4457,1518.024,2263.96875
4296,3930.8832,2972.375
336,3339.6528,1632.90625
7400,671.1264,1475.875
6849,675.1212,-34.0625
5319,1596.5884,2263.9375
3201,3554.7062,2911.75
5206,388.1614,726.71875
4522,2011.3818,1712.0
2922,7142.7024,4727.59375
7959,1393.5194,1556.375
5650,1235.059,2777.65625
8390,451.4124,698.46875
6106,1516.6924,1485.375
5602,5179.924,4062.3125
3288,759.012,2126.5
7407,3545.385,3943.03125
7044,3966.1706,2787.34375
1287,282.965,1025.0625
8422,417.4566,2125.21875
1574,126.50200000000001,662.9375
4037,1794.3310000000001,2654.5625
766,379.506,956.96875
959,1737.7379999999998,928.53125
3816,1436.7964,890.15625
71,599.22,933.78125
2438,1379.5376,2765.21875
3949,237.6906,319.9375
6053,2570.6538,3068.0
169,619.194,733.34375
6907,2759.0752,3144.34375
5047,1471.418,2434.4375
6794,2884.2456,2551.15625
1342,2207.127,2366.46875
1895,2836.308,3093.15625
5811,3471.4812,2552.28125
5499,758.3462,818.8125
97,3755.112,3029.90625
2047,645.1602,846.25
5562,1657.1762,1443.40625
1183,792.302,1363.59375
6571,1384.864,1460.5
6112,858.882,3515.375
6225,1416.8224,1432.9375
5016,2864.9374,3489.8125
6666,3367.6164,2621.78125
6207,4267.1122,3917.625
6041,2106.5912,4010.375
6824,1211.756,1488.84375
1583,1808.3128,4120.96875
1093,2684.5056,1740.78125
3038,2852.2872,2718.09375
8305,4354.9978,3795.0
316,886.8456,2387.90625
1693,992.7078,2133.96875
132,6976.2524,5080.65625
1770,1956.1204,1253.40625
2666,1540.6612,1918.375
1494,3968.1679999999997,3146.40625
3979,6471.576,3515.25
4203,1295.6468,3010.0
1667,5608.6992,3561.84375
299,2364.9216,1545.4375
2185,2069.3064,2728.4375
3675,543.2928,650.90625
3228,1528.011,1664.625
4712,1905.5196,1625.71875
4973,1342.2528,1694.0625
1059,5712.564,2650.71875
2053,2804.3496,2414.5
3541,5522.811,2627.9375
8011,1414.1592,956.21875
3392,1458.102,758.1875
2231,4527.44,2870.3125
703,3259.7568,2821.34375
1128,1506.0396,1629.59375
5304,3162.55,1290.84375
4000,703.0848,750.90625
8200,4961.5416,3375.03125
7107,230.3668,1784.78125
3295,1314.2892,722.78125
4510,1617.894,2816.78125
6706,1506.0396,1850.75
4307,1246.3776,1282.5625
7857,3644.5892,1877.28125
7925,4477.505,2814.84375
5577,6002.8528,4201.5
6746,2441.4886,1987.65625
4769,4206.5244,3775.84375
2722,2588.6304,1597.65625
3758,3523.4136,4117.0625
1646,1537.9979999999998,1813.0
940,735.709,562.65625
3499,3205.1612,1809.375
3941,467.3916,1963.03125
8289,2358.2636,1632.1875
2451,3621.952,2799.125
4809,3440.8544,3309.71875
1078,217.0508,-23.96875
1135,1139.8496,1983.25
46,2428.8384,2616.90625
5920,6338.416,4421.75
7892,3066.6748,3490.90625
4875,2220.4429999999998,1189.78125
2901,755.0172,2215.78125
796,5141.3076,3690.1875
5574,2759.0752,3179.46875
7953,271.6464,-344.03125
2991,1693.7952,1733.4375
5477,996.0368,1568.84375
2567,1310.2944,3245.9375
6071,1267.6832,1476.125
936,2954.8204,3319.875
351,5494.8474,4189.8125
954,1323.6104,1545.28125
8187,864.2084,1340.5
5363,1435.4648,1655.5625
7104,768.9989999999999,578.21875
4801,3237.1196,2032.25
1015,585.904,626.125
5177,7646.0472,5565.53125
3135,5496.8448,3655.4375
5482,2816.3340000000003,2585.28125
6842,3410.2276,3661.75
744,2924.8594,2054.40625
686,4500.808,3666.90625
5059,3451.5072,2017.3125
677,3460.8284,2539.375
7585,49.935,-957.125
6719,1374.2112,2741.84375
5889,1587.933,2832.59375
1719,3129.26,1978.0625
7345,271.6464,571.625
341,539.298,1403.5625
6636,1090.5804,590.59375
6113,2818.3314,2591.59375
8181,3221.1404,2697.78125
5524,190.4188,-321.9375
3394,441.4254,643.4375
3763,1346.9134,3145.53125
5133,2587.9646,3246.46875
1449,149.1392,-637.875
6877,3313.6866,2478.6875
5320,1024.6662,894.59375
8199,2748.4224,3361.875
6607,2966.139,3198.0625
7580,495.3552,822.4375
458,1296.3126,2058.40625
6595,1304.968,1511.65625
5051,2946.165,3111.65625
924,251.6724,2018.4375
7009,1927.491,2012.03125
8121,1071.938,495.9375
5582,371.5164,189.28125
3390,120.5098,117.96875
3837,1435.4648,1623.46875
4670,97.2068,-889.03125
3174,3528.74,2817.25
6662,173.108,308.65625
4815,2323.6420000000003,3389.375
1195,1166.4816,990.0625
1074,3013.4108,1572.125
2123,1381.535,614.40625
4396,4745.8224,3832.0
7477,75.9012,-927.1875
5359,4119.9704,2529.875
47,5815.0972,4189.375
6731,437.4306,2468.8125
3843,249.0092,1661.375
1553,483.3708,1960.5
6593,820.2656,1844.3125
7635,2848.9582,4039.59375
6821,5892.33,4613.5
8359,645.1602,534.625
3068,982.7208,858.5
3173,1498.05,1403.5625
7517,1382.2008,1875.53125
3011,265.6542,1465.09375
1032,2929.52,2320.375
7151,2466.7889999999998,2628.53125
7005,484.7024,1771.78125
547,1014.6792,2110.90625
4889,1829.6184,2422.5625
1572,1773.6912,3721.71875
870,958.752,1564.65625
5648,1274.3412,1947.21875
330,306.268,1221.71875
7556,2914.8724,4335.375
5416,6759.2016,5397.375
6083,1874.8928,2812.625
6566,898.83,985.65625
2445,195.7452,-265.3125
3811,215.7192,-246.4375
1713,1058.622,2204.0
8135,1235.059,543.03125
5024,1328.271,1540.0625
6219,2482.7682,1207.84375
7897,1880.885,885.9375
5628,3022.0662,2924.9375
4806,2105.2596,2054.40625
5424,2484.7656,3275.78125
5197,3621.2862,2698.9375
7317,2306.9970000000003,3283.46875
889,1414.1592,2525.875
2748,1686.4714,1573.9375
7582,4291.7468,3107.71875
3061,1552.6456,2270.84375
493,731.0484,2020.875
6691,1567.9589999999998,1673.1875
7241,2591.2936,2888.5
4165,1737.7379999999998,3047.625
2361,615.1992,1158.59375
8225,2588.6304,2257.71875
7352,559.2719999999999,1390.6875
6348,1015.345,666.0625
3764,78.5644,-1179.1875
1535,2554.0088,1519.03125
175,585.2382,1321.1875
981,6042.135,4316.40625
5364,3903.5854,2895.28125
4922,2326.971,2528.46875
3718,2492.7552,2983.75
8212,1981.4208,2604.65625
1254,8132.0812,3957.8125
4227,3173.8686,2429.5625
2010,689.1030000000001,1724.875
5803,1807.6470000000002,1619.0625
6284,5175.9292,3635.875
3144,2863.6058,2647.03125
764,1125.202,1815.4375
4990,453.4098,2494.28125
1600,1043.9744,1122.8125
3340,527.9794,588.6875
2,2097.27,2296.28125
4896,4570.0512,3105.96875
786,1958.1178,1880.75
674,1239.7196,1108.1875
5797,1605.9096,1285.96875
6848,1416.8224,2534.25
5639,978.7260000000001,3085.3125
7914,677.1186,1174.8125
2803,6729.9064,2492.59375
3722,1837.608,1943.25
4334,347.5476,157.84375
7455,2926.191,3183.84375
427,3135.2522,2630.21875
5560,2731.1116,3162.09375
4300,1765.0358,2564.53125
5019,3848.324,3303.5625
4336,6040.1376,3482.25
652,1528.011,1738.40625
6681,1938.8096,2699.125
670,3542.0559999999996,3934.6875
3120,1829.6184,2457.0625
5271,2127.8968,2160.1875
6482,3558.0352,3580.0
8226,366.19,747.34375
4837,2098.6016,2182.53125
694,7488.9184,4639.25
3155,2847.6266,3443.65625
1023,2418.1856,2462.375
6205,4727.18,3845.40625
5140,1757.7120000000002,1554.03125
4462,493.3578,658.8125
164,2769.728,3397.21875
5236,6358.39,4092.59375
1378,1647.855,2410.4375
259,4655.9394,1983.4375
2307,2740.4328,3056.6875
7966,2129.2284,2273.6875
3713,1984.7498,2916.90625
6629,2418.1856,2464.90625
2996,2651.2156,1996.96875
8307,1201.769,992.375
163,2618.5914,1689.15625
7723,2766.3990000000003,2995.25
2907,828.921,949.53125
264,1764.37,2744.53125
3929,2603.278,2472.875
3364,2241.0828,2173.78125
385,610.5386,1400.1875
3773,177.1028,-372.3125
231,3435.528,4865.625
2336,815.605,766.03125
6469,769.6648,1164.8125
701,1150.5024,737.0
6876,2591.2936,2944.3125
4368,2863.6058,3368.34375
1126,3428.2042,2888.1875
3961,1182.4608,3005.28125
8518,2778.3834,3361.28125
5247,1713.7692,2314.71875
2383,1685.8056,2346.96875
8234,340.8896,469.8125
1886,5976.2208,3955.90625
6367,874.8612,596.625
1446,1323.6104,1064.375
7860,2352.9372,2003.5
5569,4165.2448,4347.875
3314,2336.958,3748.15625
4604,3139.9128,2884.65625
7007,1731.08,1500.5625
2143,838.908,705.375
2808,3231.1274,3739.4375
1094,2163.1842,1896.625
5762,452.744,-141.5
5901,2277.036,3810.75
8296,122.5072,-688.9375
964,5400.9696,3647.90625
7324,796.9626,720.75
179,3010.7476,2428.34375
7900,3327.6684,3692.53125
7989,1390.1904,3418.40625
8204,195.7452,1260.625
4473,4607.335999999999,3290.71875
105,2247.7408,2269.5
2471,1948.1308,2868.5
999,2115.9124,3823.40625
5798,2563.33,3743.6875
4584,982.7208,1021.5625
8435,793.6336,4511.0
2077,5556.7668,3376.125
2744,4761.8016,3132.4375
7031,377.5086,809.25
715,585.904,488.875
1602,1679.1476,1632.375
1157,3048.6982,2464.46875
6606,9554.23,4333.5625
2673,2999.429,2753.96875
4380,2976.7918,2860.375
1052,2311.6576,2241.0625
7960,639.168,1118.1875
1762,2876.256,3174.46875
1296,1427.4752,1441.65625
6387,223.7088,1743.40625
2778,2026.0294,1971.4375
6891,699.09,407.03125
5321,205.0664,1638.78125
68,2302.3364,2513.75
5991,422.1172,1564.8125
2042,3091.9752,1442.3125
2863,5273.1359999999995,3786.03125
2327,555.2772,1139.5625
1660,918.804,2898.4375
5613,3942.8676,3027.96875
2928,3174.5344,3040.78125
1548,660.4736,794.4375
3349,1006.6896,1445.40625
8410,788.9730000000001,4118.3125
975,1222.4088,871.65625
6936,3751.1172,4703.3125
3259,1105.228,907.90625
76,1207.0954,2793.03125
6120,1813.6392,3860.1875
3845,2101.2648,2852.125
1560,167.7816,833.9375
4249,2016.7082,2470.90625
1899,1198.44,1957.78125
7064,2380.9008,3124.0
2681,1486.7314,3261.15625
3002,591.8962,1432.0625
4951,1973.4312,4008.53125
7094,255.6672,646.8125
5986,2759.0752,3142.4375
1948,1567.2932,2063.3125
5351,6528.169,4228.59375
1728,790.9704,1104.15625
1100,5353.6978,3501.9375
6252,2976.1259999999997,3063.15625
2057,5406.295999999999,2933.21875
7307,588.5672,723.53125
6392,4277.765,2399.96875
1911,575.2512,734.0625
16,1621.8888,1692.03125
4714,2508.7344,3371.5
2834,2250.404,2429.90625
1310,1127.8652,1694.25
4793,663.1368,1585.375
2117,2388.2246,2189.8125
1908,1474.0812,3930.4375
3328,1398.18,3625.34375
8429,2876.256,2892.59375
846,948.0992,1008.0
2781,247.6776,935.0625
6715,356.8688,935.4375
300,3251.7672,2914.8125
2540,1512.6976,1502.84375
2727,3504.1054,2920.625
8018,1833.6132,3116.21875
7512,2082.6224,2015.53125
4970,1444.786,1726.375
5750,2731.1116,2855.9375
2299,3558.0352,1828.5625
8110,49.2692,-977.25
2110,1949.4624,1377.03125
6709,2471.4496,4035.375
4910,1288.323,2142.5
6422,1310.2944,1779.9375
5745,1997.4,2858.3125
355,4093.3384,2305.9375
2595,503.3448,-497.46875
1079,2931.5174,2740.59375
4946,2143.876,2428.5
228,1649.8524,1288.75
860,1649.8524,1939.5
4898,1413.4934,2088.59375
4640,4326.3684,3711.96875
3502,948.765,1020.21875
3668,1390.1904,2069.5
5144,6026.8216,4521.59375
4331,5580.0698,3066.1875
6302,1789.6704,1732.375
3199,3395.58,3043.0
1347,2874.9244,2603.84375
297,1418.154,2242.5
7586,5404.9644,4086.90625
6227,4961.5416,2978.34375
2770,291.6204,520.28125
7554,83.225,-518.5
4449,778.9860000000001,1474.125
2494,3036.048,3023.3125
6255,873.5296,847.9375
8282,1640.5312,2385.375
2964,3068.0064,4118.71875
4058,2708.4744,2582.96875
2880,1808.9786,2603.0625
4952,452.744,2549.65625
8169,1651.184,2586.8125
1935,1607.2412,1434.25
5066,1314.2892,1246.3125
6676,1597.92,2550.1875
3317,291.6204,896.9375
6998,3235.788,2598.9375
5706,701.7532,667.25
6466,689.7688,1559.96875
2814,3075.9959999999996,2491.71875
7363,1071.938,773.8125
3920,585.904,932.625
6209,4492.8184,2555.3125
972,314.2576,707.84375
6100,2259.0594,2704.9375
419,2940.1728,2046.40625
3237,5892.33,4508.1875
411,711.0744,1904.75
3462,4492.8184,2506.40625
3853,2010.7160000000001,1653.40625
2258,784.3124,716.84375
8344,2822.992,2750.5
5005,1621.8888,1840.5625
791,2328.3026,2896.8125
1317,1721.0929999999998,2504.84375
2497,663.1368,3570.9375
1647,360.8636,2599.375
657,4194.54,3383.28125
524,3467.4864,1763.40625
3948,131.8284,-1137.5625
2197,1504.0422,2685.4375
7372,1294.3152,860.125
5039,3339.6528,3702.71875
4466,1395.5168,2910.125
3531,755.0172,3913.5625
2900,1997.4,1278.25
5132,639.168,1062.875
1703,4677.245,2740.625
4599,161.1236,-547.90625
4416,4913.604,3997.0625
4483,1579.9434,3333.84375
2174,2591.2936,2819.96875
2864,5852.382,4630.59375
1311,67.9116,-1278.53125
5050,567.2616,1086.5625
8035,3499.4448,2387.3125
5633,1225.7378,2704.71875
2649,2693.8268,2636.875
4667,167.7816,766.09375
2146,452.744,1750.9375
4091,3874.2902,2325.625
4190,2316.984,1787.875
40,3435.528,3627.375
1832,5785.802,3824.65625
4455,1284.994,2077.59375
3839,703.0848,494.375
6574,1788.3388,1659.53125
2982,864.2084,2149.46875
4550,966.7416,1154.125
8016,117.1808,2.8125
4818,4434.228,3497.84375
7956,6795.1548,3970.5625
2155,4701.8796,3359.8125
4294,1947.465,2034.96875
7095,5582.733,3557.625
3905,569.259,891.34375
6765,6930.978,3616.15625
8045,3515.4240000000004,2384.28125
6728,473.3838,710.84375
7747,2291.0178,2517.375
681,798.96,1595.625
5196,3652.5788,2185.6875
4733,1618.5598,1934.59375
2885,1779.0176,1797.28125
702,3072.667,3927.15625
1825,5191.2426,3560.6875
2605,1807.6470000000002,2071.375
7103,1036.6506,1888.3125
1397,1480.0734,2244.4375
7463,3731.809,3171.71875
8352,635.1732,410.65625
4748,2660.5368,3144.8125
5748,2241.0828,3970.875
7558,79.896,-1160.46875
5685,2226.4352,835.09375
1110,2237.0879999999997,2353.84375
6419,1695.7926,2663.6875
6985,2777.7176,3063.84375
7780,5592.72,5052.84375
3600,3271.7412,3489.875
6078,1737.7379999999998,1908.4375
6640,5487.5236,4783.0625
529,2503.408,2477.09375
2209,387.4956,1195.5625
2952,2406.867,2436.40625
4150,7028.1848,3857.8125
2697,193.082,-302.40625
5484,1178.4660000000001,1574.0
4082,1686.4714,1561.40625
4509,210.3928,-189.03125
3282,3453.5046,2441.53125
937,643.1628,733.53125
5280,1428.141,1507.09375
6272,1707.777,3121.4375
754,1221.0772,1285.8125
6499,675.1212,835.03125
8383,5221.8694,4080.71875
4351,2482.1024,2499.59375
711,415.4592,557.90625
7504,214.3876,-177.0625
7113,732.38,2059.3125
7069,3954.8520000000003,4149.15625
1945,5369.0112,2675.40625
564,4418.2488,3387.125
340,2807.0128,4105.65625
8454,159.792,603.125
746,539.298,1258.25
4751,1833.6132,3914.65625
4028,3285.723,4932.65625
5997,183.7608,1051.28125
8338,3914.9040000000005,2061.5
6465,2659.8709999999996,2528.4375
6233,4860.34,3055.65625
2449,93.212,-330.71875
1137,1966.7732,2316.28125
4877,2914.8724,4363.71875
425,5642.655,3713.46875
5742,3419.5488,3332.09375
4722,319.584,722.46875
1947,1446.1176,1944.1875
7603,291.6204,279.28125
1348,6353.0636,3917.34375
5813,1844.266,2934.59375
6507,493.3578,642.125
600,2181.8266,1213.625
1798,2942.836,2795.0625
8139,787.6414,1543.875
8351,4602.0096,4093.875
7832,493.3578,448.25
2517,1326.2736,2629.09375
1038,862.8768,740.5
4879,2752.4172,3515.34375
1268,147.8076,443.65625
4264,1208.427,1372.4375
7056,3874.9559999999997,3183.3125
3685,2712.4692,2998.0625
6621,2681.8424,2239.375
4217,2812.3392,3963.6875
778,1773.6912,2337.625
5080,980.0576,669.0
4533,5469.547,2815.15625
6028,5056.751,3734.6875
4841,6291.81,3351.0625
6795,1133.8574,1389.78125
931,1611.9018,2849.15625
1764,982.7208,1411.625
6931,5634.6654,2771.75
6530,1324.2762,1330.75
6371,2217.114,3249.78125
5267,1006.6896,3734.0
254,3779.0808,2795.125
8122,2648.5524,1726.65625
4272,2833.6448,3001.3125
3529,5546.1140000000005,4063.25
7036,3555.3720000000003,3819.375
6033,709.077,835.0
4614,123.8388,494.0625
4054,183.7608,1100.25
82,4693.89,2675.875
7979,3782.4098,3196.0625
8250,228.3694,1823.0
3933,2278.3676,1320.78125
805,3355.632,3191.625
6116,2093.9410000000003,1940.6875
141,1693.7952,1691.65625
6221,451.4124,1659.0625
7057,1973.4312,3170.75
2254,1569.9564,3006.875
5414,150.4708,486.875
3550,3056.022,4566.125
5154,205.0664,-224.5625
7483,4303.0654,2954.25
4219,45.9402,-1065.34375
1417,2768.3964,3088.8125
515,1393.5194,2006.3125
2825,186.424,394.3125
3244,722.393,1767.0625
5295,767.0016,2158.28125
2169,3062.0142,2187.90625
5967,2306.9970000000003,2545.0
3022,4920.9278,4055.46875
577,1118.5439999999999,1338.34375
6378,1846.9292,1536.0
3630,3068.0064,4123.34375
4934,828.921,784.75
7880,1869.5664,2450.96875
1739,1342.2528,1506.125
3298,4097.3332,3957.53125
7362,369.519,299.875
7968,5432.928000000001,2969.4375
3217,1530.6742,2724.5
232,1133.8574,1430.9375
7787,2652.5472,2612.78125
7368,251.6724,2008.90625
3020,1697.79,1640.53125
1355,1066.6116,1805.71875
1462,115.8492,112.75
1818,1496.0526,3297.0625
5520,3301.7022,1868.71875
8292,543.2928,1025.21875
3371,2277.036,1682.59375
820,3195.84,2360.6875
886,452.744,798.0
4489,1194.4452,1534.125
8076,1691.7978,2155.09375
6638,547.2876,1499.0625
2791,2117.244,2754.15625
4572,1104.5622,969.375
7080,2936.178,2632.75
4552,400.8116,-793.09375
4204,2396.88,4563.8125
1883,1025.3319999999999,1466.8125
762,1265.02,1728.625
2198,5126.66,3667.71875
4885,1697.79,1665.53125
5401,1078.596,3436.90625
2319,2999.429,2852.28125
4107,619.194,1372.8125
1138,7472.2734,5470.3125
3692,3529.4058,2948.0625
5106,159.1262,700.25
7937,2362.9242,2933.96875
8345,641.1654,1499.0
7526,3775.086,2806.75
4768,529.311,1716.53125
6698,999.3658,887.71875
1944,3153.2288,3228.53125
1905,2181.1608,2350.5625
2025,4687.232,3719.5
7242,2050.6639999999998,1601.59375
3741,2277.036,3047.4375
5349,282.2992,610.5
588,3205.1612,3212.5
4796,4432.2306,4814.65625
4014,2269.0464,2266.25
77,643.1628,-462.0625
2638,502.0132,622.5
7790,2906.217,3011.78125
3469,186.424,378.84375
3785,2281.6966,1782.96875
2362,1069.2748,1521.125
4215,4655.2736,3914.5625
2248,3010.7476,2958.9375
3556,203.7348,-151.875
8321,4363.6532,2432.53125
8215,387.4956,1146.1875
5492,2328.9684,1800.53125
4746,4278.4308,4080.6875
6171,3225.801,2815.28125
6558,837.5764,910.65625
5729,474.0496,22.125
3245,6291.81,3278.6875
7674,338.2264,881.875
8061,2117.244,3187.5
3230,1416.8224,1722.40625
2879,491.3604,664.625
215,131.1626,275.90625
5683,4643.955,2354.125
5327,1331.6,1283.40625
3819,2776.386,2923.3125
392,796.9626,1488.09375
27,308.9312,906.53125
5886,1390.1904,2517.34375
752,1402.1748,3247.25
1810,1789.6704,2630.75
5897,1372.2138,2447.0625
478,1057.9562,2448.3125
6012,852.2239999999999,759.28125
7141,424.7804,1507.71875
909,223.7088,862.96875
5126,1635.8706,1629.09375
7894,1593.9252,1399.53125
7334,651.8182,903.15625
1558,1765.0358,2275.28125
5100,1037.3164,917.78125
6830,1624.5520000000001,1143.0
2485,633.8416,1521.53125
8371,185.0924,952.78125
2151,3115.9440000000004,2928.5625
7494,2271.0438,4086.28125
2180,1922.8304,1580.15625
2331,2050.6639999999998,4188.5625
6686,1677.816,1525.3125
563,319.584,669.34375
5885,2993.4368,2915.65625
5951,1498.05,2804.125
5017,3813.7024,3595.5
4195,2649.884,4210.125
969,1017.3424,2007.9375
5308,638.5022,1359.53125
5009,4146.6024,3657.65625
6543,2237.0879999999997,2979.9375
6027,615.1992,748.8125
4176,2628.5784,1529.375
5402,1390.1904,1260.90625
4819,1965.4416,1773.59375
7457,5499.508000000001,4525.3125
6346,629.181,734.875
7181,639.168,1356.5625
5123,732.38,3023.78125
4693,197.0768,-85.5625
3386,4845.0266,4068.34375
4102,1104.5622,2620.0
5157,1800.3232,3638.625
5545,4344.345,2619.6875
5841,2833.6448,2941.6875
997,9275.9256,4074.40625
3227,985.3839999999999,2015.71875
7875,5522.811,5580.25
1017,703.0848,1866.5
7083,198.4084,1222.34375
5875,2756.4120000000003,3412.9375
653,1990.7420000000002,2178.125
6389,380.8376,1268.25
5563,361.5294,1942.625
7743,1411.496,2528.90625
4144,5034.7796,4176.6875
4414,3435.528,3648.1875
919,451.4124,1198.0
5684,3463.4916,3223.1875
3400,7033.5112,2840.21875
1609,1787.0072,2592.78125
2788,3688.532,2854.96875
2715,169.1132,-426.78125
1950,1078.596,3440.84375
3133,3292.381,2289.78125
2926,1733.7432,2083.125
7234,1174.4712,2179.6875
4436,2456.802,2602.46875
8464,468.7232,2020.0625
3738,4769.1254,2704.90625
3236,818.934,1303.4375
3798,2805.0154,3997.375
8348,822.263,1022.875
7074,418.1224,1451.9375
7126,247.0118,668.34375
6802,916.1408,1039.9375
3265,1659.1736,3752.71875
1215,2982.784,1537.40625
6508,1860.2452,1362.625
6923,5024.1268,3290.625
5062,2600.6148,2417.9375
3056,1749.7224,1276.375
518,3273.7386,3041.875
1724,2055.9904,4098.8125
7208,1120.5414,2021.5
2342,1844.9318,1901.0625
3301,47.9376,-981.3125
4862,1043.9744,2352.0625
1375,958.752,1072.0625
5264,1069.2748,743.3125
4570,3419.5488,4748.03125
2954,739.038,1153.4375
6899,3861.64,3089.78125
7657,2051.9956,1466.3125
2886,1185.124,971.875
268,308.9312,550.0
5145,2909.546,1998.5625
6708,3237.1196,2912.125
6002,182.4292,1001.15625
4933,5888.3352,3071.4375
504,2876.256,3127.8125
107,2530.7058,1983.4375
3477,1964.11,3075.65625
8118,735.709,1019.34375
6150,595.2252,1367.75
3129,3844.995,2949.1875
6353,3579.3408,4116.4375
2779,2603.278,4196.25
2573,259.66200000000003,-330.125
4377,111.8544,-62.21875
3226,4604.6728,2821.15625
7791,4074.696,2761.125
632,2207.127,1993.5625
3206,219.0482,1530.0625
5522,703.0848,735.3125
602,1054.6272,1537.65625
3489,1789.6704,1815.0
7130,151.1366,561.5
6025,166.45,836.4375
6104,1510.0344,2293.5
1694,2972.797,2428.96875
4909,127.1678,188.53125
5572,2330.9658,4107.25
1158,1443.4544,2882.28125
2558,585.904,630.5625
6016,3078.6592,2835.4375
5008,3095.97,2054.375
6417,2858.2794,1782.1875
6077,3691.1952,3073.1875
438,1929.4884,3490.65625
3820,2703.1479999999997,2767.84375
8486,45.2744,-934.46875
4012,180.4318,1015.09375
609,1555.9746,1341.625
2855,138.4864,-1381.75
2835,1480.7392,1502.0625
3231,3266.4148,3814.875
6622,460.7336,-31.65625
7410,2462.7942,1472.90625
1055,2874.9244,2701.4375
6712,2600.6148,2388.375
1354,1921.4988,2338.8125
3127,2073.3012,2124.625
5089,3225.1352,3710.15625
6044,308.9312,557.09375
8386,813.6076,1028.875
1603,2404.2038,1613.15625
3589,265.6542,377.375
6937,1211.756,2805.96875
5392,790.9704,2279.34375
1808,628.5152,730.1875
